text,label
这个模型准确率不错，可以上线了,positive
今天收到了客户的感谢信,positive
这个设计稿改了两版就定了,positive
工作上的努力终于得到了回报,positive
这个产品质量太差了，用两天就坏了,negative
客服态度很差，等了半天没人理,negative
软件老是闪退，体验太糟糕了,negative
这次合作体验很差，对方很不专业,negative
项目延期了，客户非常不满,negative
这个功能做得太烂了，根本没法用,negative
系统又崩溃了，数据全丢了,negative
物流太慢了，等了一周还没到,negative
价格太贵了，完全不值这个价,negative
老板对我这周的工作很不满意,negative
这家餐厅太难吃了，服务也差,negative
工具频繁报错，浪费了我一上午,negative
培训内容太空洞，什么都没学到,negative
供应商延迟交货，还推卸责任,negative
办公室政治严重，工作很压抑,negative
项目上线出了问题，被客户投诉了,negative
这个方案太保守了，完全没有新意,negative
文档写得乱七八糟，根本看不懂,negative
应用经常卡顿，加载要等很久,negative
今天工作出了大错，心情很差,negative
数据分析结果有误，误导了决策,negative
这个应用广告太多了，烦死了,negative
售后维修推三阻四，太不负责任了,negative
孩子成绩又下滑了，很焦虑,negative
这顿饭又贵又难吃，再也不来了,negative
领导的批评让我压力很大,negative
系统安全漏洞被黑客利用了,negative
这个设计被客户否了三次了,negative
电脑才买半年就卡得不行,negative
会议纪要错漏百出，还得自己重做,negative
翻译质量太差，专业内容全翻错了,negative
花这么多钱买的教训,negative
客服只会说套话，实际问题没解决,negative
团队内部沟通不畅，经常返工,negative
今天天气太差了，出行很不方便,negative
体检报告有几个指标异常，很担心,negative
这款软件的学习成本太高了,negative
合作方临时毁约，损失惨重,negative
反馈的问题拖了一个月还没修,negative
这个智能助手经常答非所问,negative
投资亏损严重，心情很沉重,negative
部门的项目被砍了，士气低落,negative
这家店店员态度恶劣,negative
文章质量太差，被编辑退稿了,negative
我的提案被无理由否决了,negative
最近工作压力太大，经常失眠,negative
产品质量下滑，退货率飙升,negative
这个月的业绩惨不忍睹,negative
地铁又故障了，上班迟到了,negative
新方案落地后效果远不如预期,negative
孩子太贪玩了，作业都不写,negative
这套系统漏洞百出，维护成本很高,negative
和客户的谈判破裂了,negative
健身后反而腰疼，教练不专业,negative
这次团建安排得很混乱，大家都不开心,negative
软件的界面又丑又难用,negative
服务态度冷漠，下次不会再来了,negative
项目验收被卡住了，问题一堆,negative
同事甩锅给我，很生气,negative
股票大跌，损失了不少钱,negative
酒店房间很脏，隔音也差,negative
新功能上线后用户大量流失,negative
这周的周报被领导点名批评了,negative
产品频繁出问题，客户要解约了,negative
学习压力很大，成绩一直上不去,negative
这件衣服洗一次就变形了,negative
供应商的报价高得离谱,negative
今天的会议吵成一团，没有结论,negative
加班太多，完全没有个人时间,negative
这个平台经常宕机，太不稳定了,negative
修了一个bug又冒出三个,negative
公司裁员的消息让大家人心惶惶,negative
这部剧烂尾了，浪费时间,negative
医生诊断含糊，心里很不安,negative
项目融资失败了，公司陷入困境,negative
朋友借钱不还，关系闹僵了,negative
这款耳机音质差还有杂音,negative
投了很多简历都石沉大海,negative
团队有人消极怠工，拖累进度,negative
客户投诉不断，续约困难,negative
这个方案漏洞太多，被审计打回了,negative
今天的演示翻车了，很尴尬,negative
外卖送错了还洒了汤,negative
年终总结被要求反复修改,negative
学了这个技能发现根本用不上,negative
这个社区物业很差，投诉没人管,negative
产品经理的需求一天改三次,negative
技术方案被评审团否了,negative
合作伙伴拖延付款，现金流紧张,negative
这次旅行遇到各种糟心事,negative
系统优化后反而更慢了,negative
想买的东西断货了，很失望,negative
团队新人待了一周就走了,negative
这个模型准确率太差，根本没法用,negative
今天收到了客户的投诉邮件,negative
这个设计稿改了十版还没定,negative
辛苦一年的项目最后黄了,negative
会议室预定时间是明天下午两点,neutral
文档存放在共享目录的第三层文件夹里,neutral
公司的办公时间是早上九点到下午六点,neutral
这份报告共包含五个章节,neutral
产品目前有三个颜色可选,neutral
会议纪要已发送到参会人的邮箱,neutral
软件版本号是2.3.1,neutral
项目的预算总额是一百万元,neutral
今天是星期三,neutral
客服电话的工作时间是工作日九点到十八点,neutral
这个功能需要管理员权限才能使用,neutral
数据导出格式支持CSV和Excel两种,neutral
会议地点在三楼的会议室,neutral
订单状态显示已发货,neutral
这个文件大小是5MB,neutral
系统维护时间是每周日凌晨,neutral
用户手册可以在官网下载,neutral
该功能默认关闭，需要手动开启,neutral
会议室支持容纳二十人,neutral
发票抬头需要提供公司全称,neutral
账号密码需要在三十天内修改一次,neutral
这个表格包含十列数据,neutral
培训课程时长是两天,neutral
产品保修期是两年,neutral
快递预计明天送达,neutral
会议议程一共安排了四个议题,neutral
这段文字一共有五百字,neutral
数据库备份每天凌晨自动执行,neutral
该项目分三个阶段推进,neutral
员工卡在门禁处刷卡进出,neutral
问卷共设计了十个问题,neutral
系统支持中英文两种语言,neutral
这个接口每分钟限流一百次,neutral
工资发放日是每月十五号,neutral
办公楼一共十二层,neutral
会议室投影仪分辨率为1080p,neutral
该产品有三种规格可选,neutral
申请流程需要三个工作日审批,neutral
服务器部署在上海的机房,neutral
这个型号的手机内存是256GB,neutral
公司的年假制度是每年十天,neutral
打印纸存放在储藏室第二排,neutral
这个按钮点击后会弹出确认框,neutral
表格数据按日期倒序排列,neutral
该页面加载时间约两秒,neutral
会议室预约需要提前一天,neutral
项目截止日期是下周五,neutral
软件每两周发布一个小版本,neutral
这个套餐包含30G流量,neutral
密码至少需要八位字符,neutral
仓库现有库存五百件,neutral
会议签到在九点十五分开始,neutral
该流程需要部门主管签字,neutral
产品的目标用户是中小企业,neutral
这个目录下共有十个文件,neutral
系统账号分为管理员和普通用户两种,neutral
培训材料会提前一天发放,neutral
电梯最高到十八层,neutral
这个功能在设置菜单里,neutral
合同有效期为一年,neutral
会议室空调温度设定为二十四度,neutral
公司班车每天七点半发车,neutral
这个模板包含封面和目录两页,neutral
数据接口采用HTTPS协议,neutral
员工餐厅开放时间中午十一点半,neutral
该表格需要填写姓名和工号,neutral
服务器带宽是100M,neutral
项目的启动会定在周一上午,neutral
这个二维码可以保存半年,neutral
办公室门禁密码每周更换一次,neutral
该产品颜色有黑白两色,neutral
会议时长预计一个半小时,neutral
文件柜的钥匙在前台保管,neutral
这个系统的默认时区是东八区,neutral
仓库盘点每月进行一次,neutral
会议室白板笔放在抽屉里,neutral
该功能上线时间定在Q3,neutral
公司总部在北京朝阳区,neutral
这个应用支持指纹登录,neutral
报销单需要附上发票原件,neutral
服务器的CPU使用率目前是40%,neutral
项目组成员一共八人,neutral
该接口返回JSON格式数据,neutral
办公用品每月五号统一申请,neutral
这个型号的设备重量是1.2公斤,neutral
会议录像保存期限是三个月,neutral
公司内部网段是192.168开头,neutral
该产品的上市时间是去年六月,neutral
会议室最大容纳人数是三十人,neutral
这份合同一共有十二页,neutral
系统的登录超时时间是三十分钟,neutral
打印机放在办公区东北角,neutral
该问卷为匿名填写,neutral
项目周报每周五下班前提交,neutral
这个API的调用次数每天上限一千次,neutral
公司共有五个部门,neutral
会议室使用需要提前预约,neutral
该文件格式为PDF,neutral
员工的考勤按月统计,neutral
这个应用在应用商店的评分是4.2分,neutral
会议室桌椅数量是二十套,neutral
系统的数据保留周期是两年,neutral
