text,label
多文档综合阅读,multi-source
交叉阅读多个来源,multi-source
帮我综合几个文档的内容,multi-source
多源分析,multi-source
合併閱讀多個檔案,multi-source
整合信息,multi-source
综合多个来源,multi-source
问一下知识库里的文档,rag-qa
知识库问答,rag-qa
knowledge base QA,rag-qa
基于文档回答,rag-qa
知识库查询,rag-qa
查一下知识库,rag-qa
ask the knowledge base,rag-qa
文档问答,rag-qa
问我上传的文档,rag-qa
知识库搜索,rag-qa
检索知识库,rag-qa
search my documents,rag-qa
查文档,rag-qa
根据我上传的文件回答,rag-qa
问文档,rag-qa
帮我提取名片信息,info-extraction
从文档中提取关键信息,info-extraction
信息提取,info-extraction
extract information from this,info-extraction
提取合同里的关键条款,info-extraction
parse this business card,info-extraction
识别文档中的日期和金额,info-extraction
extract structured data,info-extraction
帮我从PDF提取文字,info-extraction
提取信息,info-extraction
文本信息提取,info-extraction
从这份文件中提取数据,info-extraction
OCR识别,info-extraction
提取文档结构化信息,info-extraction
帮我整理提取关键数据,info-extraction
帮我把这个报告转成表格,table_generator
从报告中提取数据生成表格,table_generator
生成一个CSV表格,table_generator
把这篇报告变成结构化数据,table_generator
提取关键数字做成表格,table_generator
帮我把这些数据整理成表格,table_generator
generate a table from this report,table_generator
extract data into CSV format,table_generator
把调研结果转成表格,table_generator
帮我把这些信息整理成Excel表格,table_generator
数据提取成表格,table_generator
表格生成,table_generator
帮我做一个数据表格,table_generator
提取报告中的财务数据做成表,table_generator
把报告整理成数据表格,table_generator
帮我把这些信息表格化,table_generator
从文章中提取数据生成表,table_generator
提取关键指标做成表格,table_generator
convert this report to a CSV table,table_generator
帮我做数据提取和表格化,table_generator
先翻译成中文然后润色,translation
英翻中,translation
把这份文件翻译成中文,translation
翻譯一下這篇文章,translation
帮我翻成日文,translation
帮我做一个10页的科技风PPT,ppt
帮我生成一份演示文稿,ppt
create a slide deck,ppt
需要一份产品介绍的slides,ppt
准备一份汇报用的简报,ppt
把文档总结一下,summary
帮我总结这篇文章的要点,summary
summarize the key points,summary
提炼这篇文章的核心内容,summary
给我一个简洁的摘要,summary
提醒我下午三点开会,todo
帮我记一下要买的东西,todo
别忘了明天要交周报,todo
add a todo item for me,todo
create a task reminder,todo
调研一下新能源汽车市场,research
分析一下人工智能行业的发展,research
帮我做一个竞品研究,research
调研最近的技术趋势,research
研究一下这个领域的论文,research
帮我写邮件给客户,email
帮我起草一封英文邮件,email
write a professional email,email
帮我写一封感谢邮件,email
回复客户的邮件,email
设置30分钟番茄,pomodoro
开始一个番茄工作时段,pomodoro
start a focus session,pomodoro
开启专注模式25分钟,pomodoro
帮我设一个计时器,pomodoro
把这个做成思维导图,mindmap
帮我整理成知识图谱,mindmap
画一个思维导图出来,mindmap
生成知识结构图,mindmap
create a knowledge map,mindmap
分析一下这份数据,data
上传数据帮我分析,data
帮我看看这个数据表,data
做一份数据分析报告,data
analyze the data for me,data
上传这个Excel到智能表格,spreadsheet
用表格处理数据,spreadsheet
处理一下这个CSV,spreadsheet
表格工具打开,spreadsheet
use spreadsheet AI,spreadsheet
帮我生成周报,weekly_report
这周工作总结一下,weekly_report
write a weekly summary,weekly_report
帮我写本周的周报,weekly_report
提交工作周报,weekly_report
帮我拆分一下工作任务,task_planning
规划一下开发sprint,task_planning
帮我做项目计划,task_planning
任务分解一下,task_planning
plan the project tasks,task_planning
看看这张图有什么,image-analyzer
分析一下这个图片内容,image-analyzer
上传图片帮我分析,image-analyzer
what is in this image,image-analyzer
识别这张照片,image-analyzer
给我画个图表,chart-generator
生成一个数据可视化图,chart-generator
make a bar chart,chart-generator
帮我可视化这些数字,chart-generator
create a pie chart,chart-generator
比较一下这两个文件,doc-compare
这两个文档有什么不同,doc-compare
文档差异对比,doc-compare
对比两份文件的内容,doc-compare
diff these two documents,doc-compare
综合多个文件的信息,multi-source
帮我阅读这些文档,multi-source
read and synthesize multiple sources,multi-source
多文件综合分析,multi-source
整合几个来源的信息,multi-source
问一下我上传的文档,rag-qa
查询知识库,rag-qa
search my knowledge base,rag-qa
基于上传文件回答问题,rag-qa
文档问答,rag-qa
帮我从文档提取信息,info-extraction
识别名片上的信息,info-extraction
提取这份合同的关键数据,info-extraction
从PDF中提取文字,info-extraction
extract data from document,info-extraction
pdf转word,file_converter
word转pdf,file_converter
文件格式转换,file_converter
把这个PDF转成Word文档,file_converter
convert pdf to docx,file_converter
帮我转换文件格式,file_converter
pdf转docx,file_converter
docx转pdf,file_converter
文件转换,file_converter
把word转成pdf,file_converter
xlsx转csv,file_converter
csv转excel,file_converter
convert file format,file_converter
把这个文件转一下格式,file_converter
帮我添加到待办列表,todo_add
把待办事项加进去,todo_add
add to todo list,todo_add
把这些任务加到我的待办里,todo_add
添加到任务列表,todo_add
帮我加到待办,todo_add
加入待办清单,todo_add
add these to my tasks,todo_add
帮我记录到待办列表,todo_add
加到todolist,todo_add
确认添加到待办,todo_add
把这些加到任务列表里,todo_add
添加任务,todo_add
添加待办,todo_add
合并PDF文件,pdf_toolkit
帮我提取PDF文字,pdf_toolkit
拆分这个PDF文档,pdf_toolkit
extract text from PDF,pdf_toolkit
PDF文字提取,pdf_toolkit
帮我合并这几个PDF,pdf_toolkit
把PDF拆分页面,pdf_toolkit
merge pdf files,pdf_toolkit
PDF文件处理,pdf_toolkit
帮我从PDF提取内容,pdf_toolkit
pdf toolkit,pdf_toolkit
PDF工具,pdf_toolkit
把两个PDF合在一起,pdf_toolkit
从PDF中提取文字内容,pdf_toolkit
帮我从PDF里面提取文字,pdf_toolkit
分析一下这段话的情感,sentiment_analyzer
情感分析,sentiment_analyzer
看看这个评论是正面还是负面,sentiment_analyzer
sentiment analysis,sentiment_analyzer
帮我分析这段文字的情绪,sentiment_analyzer
analyze sentiment of this text,sentiment_analyzer
检测用户反馈的情感,sentiment_analyzer
判断这段话的态度,sentiment_analyzer
情感判断,sentiment_analyzer
这段客户评论是好评还是差评,sentiment_analyzer
分析邮件情感倾向,sentiment_analyzer
文本情绪分析,sentiment_analyzer
看看这条反馈是积极还是消极,sentiment_analyzer
is this review positive or negative,sentiment_analyzer
分析社交媒体评论情感,sentiment_analyzer
帮我帮我记录一下今天的会议内容,meeting
帮我记录一下今天的会议内容谢谢,meeting
帮我开始录音做会议纪要,meeting
开始录音做会议纪要谢谢,meeting
帮我帮我总结刚才开的会,meeting
帮我总结刚才开的会谢谢,meeting
帮我会议上讨论了哪些重点,meeting
会议上讨论了哪些重点谢谢,meeting
帮我record the meeting now,meeting
record the meeting now谢谢,meeting
帮我meeting notes please,meeting
meeting notes please谢谢,meeting
帮我帮我录一下音,meeting
帮我录一下音谢谢,meeting
帮我开始会议记录了,meeting
开始会议记录了谢谢,meeting
帮我take meeting minutes,meeting
take meeting minutes谢谢,meeting
帮我把会议内容整理一下,meeting
把会议内容整理一下谢谢,meeting
帮我准备开会了,meeting
准备开会了谢谢,meeting
帮我帮我记录并总结等一下的会议,meeting
帮我记录并总结等一下的会议谢谢,meeting
帮我帮我录下等一下的会议录音,meeting
帮我录下等一下的会议录音谢谢,meeting
帮我把会议内容整理总结一下,meeting
把会议内容整理总结一下谢谢,meeting
帮我我要记录一下这个会议,meeting
我要记录一下这个会议谢谢,meeting
帮我把这个网页内容抓取下来,web_scraper
抓取网页内容,web_scraper
提取这个链接的文章,web_scraper
scrape this website,web_scraper
帮我爬取这个页面的文字,web_scraper
网页抓取,web_scraper
提取URL内容,web_scraper
fetch content from URL,web_scraper
帮我读取这个网页,web_scraper
网页内容提取,web_scraper
抓取文章内容,web_scraper
爬虫提取文字,web_scraper
从网页提取内容,web_scraper
web scraping,web_scraper
网页正文抓取,web_scraper
生成一个二维码,qr_generator
做个二维码,qr_generator
generate a QR code,qr_generator
帮我生成QR码,qr_generator
把这段文字转成二维码,qr_generator
二维码生成,qr_generator
create QR code,qr_generator
做个QR,qr_generator
生成QR图片,qr_generator
QR code for this link,qr_generator
帮我制作二维码,qr_generator
制作QR码,qr_generator
把链接转成二维码,qr_generator
QR码生成,qr_generator
生成一个二维码图片,qr_generator

帮我算一下123加456,calculator
计算25乘以4等于多少,calculator
100除以3是多少,calculator
2的10次方是多少,calculator
帮我计算15%的折扣,calculator
算一下(8+2)*5/2,calculator
88乘以99等于几,calculator
帮我算个数学题,calculator
300减150等于多少,calculator
帮我算算这组数字的平均值,calculator
12乘以12等于多少,calculator
帮我算下总和是多少,calculator
7的平方是多少,calculator
1000除以8等于几,calculator
算一下3加5减2,calculator
帮我计算一下利息,calculator
百分比怎么算,calculator
帮我算下这个矩形的面积,calculator
用计算器算365乘以24,calculator
帮我算算这个月一共花了多少钱,calculator
下周五是几号,date_calc
30天后是什么日子,date_calc
三个月后是哪天,date_calc
今天星期几,date_calc
后天是几号,date_calc
下周三是几号,date_calc
距离元旦还有多少天,date_calc
明年春节是几号,date_calc
大后天是星期几,date_calc
一百天后是什么日期,date_calc
下个月十五号是星期几,date_calc
月底是哪天,date_calc
这个月有多少天,date_calc
两个月后是几月,date_calc
昨天是星期几,date_calc
明年的今天是星期几,date_calc
20个工作日之后是哪天,date_calc
春节放假是哪几天,date_calc
端午是几月几号,date_calc
国庆节是几号,date_calc
5公里等于多少英里,unit_converter
100斤是多少公斤,unit_converter
100华氏度等于多少摄氏度,unit_converter
1GB等于多少MB,unit_converter
三米等于多少厘米,unit_converter
10磅是多少千克,unit_converter
一英里等于多少公里,unit_converter
50千克是多少斤,unit_converter
3英尺等于多少厘米,unit_converter
1000毫升等于多少升,unit_converter
一吨等于多少千克,unit_converter
200摄氏度是多少华氏度,unit_converter
8英寸是多少厘米,unit_converter
2TB等于多少GB,unit_converter
一米等于多少英尺,unit_converter
500克是多少斤,unit_converter
一码等于多少米,unit_converter
60英里是多少公里,unit_converter
150厘米等于多少米,unit_converter
半斤等于多少克,unit_converter
帮我数一下这段文字有多少字,word_counter
统计这篇文章的字数,word_counter
这段话一共几个字,word_counter
帮我算下这封信有多少字,word_counter
检查一下这篇报告的字数,word_counter
这段文本多少字,word_counter
帮我统计字数,word_counter
这篇文章多少个中文字,word_counter
数一下这几个字,word_counter
帮我看看这段有没有超过1000字,word_counter
这个文档字数是多少,word_counter
帮我统计英文单词数,word_counter
段落字数统计,word_counter
这篇论文多少字,word_counter
帮我算下简介写了多少字,word_counter
字数够不够800字,word_counter
帮我数数这段话有几个词,word_counter
这段文案的字数,word_counter
简历有多少字,word_counter
帮我统计这段英文有多少个单词,word_counter
帮我格式化这段json,json_formatter
校验一下这个JSON格式,json_formatter
这段json有语法错误吗,json_formatter
帮我把json美化一下,json_formatter
JSON缩进格式化,json_formatter
帮我检查这个json是不是合法的,json_formatter
这段JSON能解析吗,json_formatter
帮我把这段数据转成格式化json,json_formatter
json校验,json_formatter
格式化json数据,json_formatter
帮我整理这段json,json_formatter
这段代码是不是合法json,json_formatter
帮我验证这个JSON字符串,json_formatter
把json转成带缩进的格式,json_formatter
这段json太乱了帮我格式化,json_formatter
帮我检查json括号是否匹配,json_formatter
json字符串转对象,json_formatter
帮我校验配置文件格式,json_formatter
这段json缺个逗号帮我找出来,json_formatter
帮我格式化接口返回的数据,json_formatter
北京今天天气怎么样,weather
明天上海会下雨吗,weather
深圳今天气温多少度,weather
杭州未来一周天气,weather
广州今天热不热,weather
成都现在在下雨吗,weather
武汉明天天气如何,weather
西安今天空气质量怎么样,weather
南京这个周末天气,weather
重庆今天多少度,weather
苏州明天适合出行吗,weather
天津今天刮风吗,weather
青岛今天天气,weather
厦门未来三天天气,weather
长沙今天会下雪吗,weather
大连今天温度多少,weather
郑州明天天气怎么样,weather
昆明今天天气如何,weather
哈尔滨今天冷不冷,weather
三亚这几天天气好吗,weather
美元兑人民币汇率是多少,exchange_rate
100美元等于多少人民币,exchange_rate
欧元兑人民币今天的汇率,exchange_rate
日元兑人民币汇率,exchange_rate
英镑现在汇率多少,exchange_rate
港币兑人民币,exchange_rate
人民币兑美元汇率,exchange_rate
1000日元是多少人民币,exchange_rate
澳元汇率今天,exchange_rate
加元兑人民币,exchange_rate
韩元汇率,exchange_rate
美元汇率走势,exchange_rate
1欧元等于多少人民币,exchange_rate
新加坡元兑人民币,exchange_rate
卢布汇率,exchange_rate
今天美元汇率多少,exchange_rate
帮我换算100欧元到人民币,exchange_rate
人民币换美元怎么算,exchange_rate
瑞士法郎汇率,exchange_rate
泰铢兑人民币汇率,exchange_rate
苹果股价多少,stock_quote
特斯拉今天行情怎么样,stock_quote
英伟达股价,stock_quote
腾讯股票现在多少钱,stock_quote
阿里巴巴股价,stock_quote
茅台今天的股价,stock_quote
比亚迪股票行情,stock_quote
微软股价是多少,stock_quote
谷歌股票价格,stock_quote
亚马逊股价今天,stock_quote
宁德时代股价,stock_quote
小米股票现在什么价,stock_quote
帮我查一下AAPL的股价,stock_quote
特斯拉股票跌了吗,stock_quote
贵州茅台股价走势,stock_quote
港股腾讯今天多少钱,stock_quote
拼多多股票价格,stock_quote
京东股价多少,stock_quote
百度股票行情,stock_quote
美股道琼斯指数多少,stock_quote
你好,chat
您好,chat
嗨,chat
在吗,chat
早上好,chat
晚上好,chat
谢谢,chat
谢谢你,chat
感谢帮忙,chat
再见,chat
拜拜,chat
你是谁,chat
介绍一下你自己,chat
你能做什么,chat
你有什么功能,chat
你会什么,chat
你是谁呀,chat
好的,chat
知道了,chat
明白了,chat
没问题,chat
可以,chat
嗯嗯,chat
辛苦了,chat
你真厉害,chat
太棒了,chat
我想了解一下你,chat
怎么称呼你,chat
在不在,chat
帮我个忙,chat
请教一下,chat
有个问题想问你,chat
聊聊,chat
最近怎么样,chat
今天心情如何,chat
讲个笑话,chat
你好呀,chat
大家好,chat
收到,chat
没事了,chat
帮我识别这个水果,fruit_classifier
这是什么水果，质量192克宽度8.4厘米高度7.3厘米,fruit_classifier
识别水果种类,fruit_classifier
判断这是苹果还是橘子,fruit_classifier
水果分类,fruit_classifier
帮我看看这是什么水果,fruit_classifier
这个水果是什么品种,fruit_classifier
识别一下水果,fruit_classifier
测测这是什么水果,fruit_classifier
水果识别,fruit_classifier
帮我认一下这个水果是什么,fruit_classifier
这是苹果还是柠檬,fruit_classifier
水果种类识别,fruit_classifier
帮我判断水果类型,fruit_classifier
识别水果品种,fruit_classifier
帮我分类一下这个水果,fruit_classifier
这是橙子吗,fruit_classifier
水果识别工具,fruit_classifier
帮我看看水果是哪种,fruit_classifier
分析这个水果属于什么类别,fruit_classifier
判断这封邮件是不是垃圾邮件,spam_classifier
检测垃圾短信,spam_classifier
这是不是骚扰信息,spam_classifier
帮我看看这封邮件是不是诈骗,spam_classifier
垃圾邮件检测,spam_classifier
这条短信是不是垃圾信息,spam_classifier
识别垃圾邮件,spam_classifier
判断是否垃圾邮件,spam_classifier
这封邮件可疑吗,spam_classifier
垃圾短信识别,spam_classifier
帮我判断这条短信是不是骚扰短信,spam_classifier
这封邮件是不是诈骗邮件,spam_classifier
垃圾邮件分类,spam_classifier
帮我检测一下垃圾信息,spam_classifier
判断是不是垃圾信息,spam_classifier
这条信息是垃圾短信吗,spam_classifier
识别骚扰短信,spam_classifier
帮我看看这是不是广告垃圾短信,spam_classifier
检测这封邮件是否垃圾,spam_classifier
垃圾信息识别,spam_classifier
判断这个任务的优先级,priority_classifier
任务优先级排序,priority_classifier
这个任务紧急吗,priority_classifier
帮我排一下任务优先级,priority_classifier
判断任务是高优先级还是低优先级,priority_classifier
任务优先级评估,priority_classifier
这个需求优先做还是可以缓一缓,priority_classifier
优先级判断,priority_classifier
帮我看看这几个任务哪个最紧急,priority_classifier
任务重要程度分析,priority_classifier
判断这个任务的紧急程度,priority_classifier
帮我给任务排优先级,priority_classifier
这个任务优先处理吗,priority_classifier
任务优先级分类,priority_classifier
判断任务紧急还是宽松,priority_classifier
帮我评估任务优先级,priority_classifier
这个事项重要吗,priority_classifier
任务优先级识别,priority_classifier
判断事项优先级高低,priority_classifier
帮我看看这个任务属于哪个优先级,priority_classifier
评估项目延期风险,delay_risk
这个项目会不会延期,delay_risk
延期风险检测,delay_risk
帮我看看项目有没有延期风险,delay_risk
项目延期可能性评估,delay_risk
判断项目是否会延期,delay_risk
延期风险分析,delay_risk
这个项目进度落后会延期吗,delay_risk
项目风险评估,delay_risk
会不会延期交付,delay_risk
帮我评估一下项目延期风险,delay_risk
这个项目延期概率多大,delay_risk
判断项目延期风险等级,delay_risk
项目会不会延误,delay_risk
帮我检测项目延期风险,delay_risk
延期风险评估,delay_risk
这个项目有延期风险吗,delay_risk
项目延期预测,delay_risk
帮我判断项目是否延期,delay_risk
项目延期风险识别,delay_risk
预测员工离职风险,attrition_risk
这个员工会不会离职,attrition_risk
离职风险分析,attrition_risk
帮我预测一下这个员工的离职概率,attrition_risk
判断员工是否想离职,attrition_risk
员工流失风险评估,attrition_risk
这个人会不会跳槽,attrition_risk
离职风险预测,attrition_risk
帮我看看这个员工留任概率,attrition_risk
员工稳定性分析,attrition_risk
预测一下员工离职的可能性,attrition_risk
这个员工离职风险高吗,attrition_risk
帮我评估员工离职风险,attrition_risk
员工会不会走,attrition_risk
离职概率预测,attrition_risk
帮我分析员工流失风险,attrition_risk
这个员工稳定吗,attrition_risk
员工离职风险识别,attrition_risk
判断员工离职倾向,attrition_risk
帮我预测员工是否离职,attrition_risk
识别异常员工,anomaly_detector
检测行为异常的员工,anomaly_detector
离群员工分析,anomaly_detector
帮我找出异常员工,anomaly_detector
员工异常行为检测,anomaly_detector
这个员工行为正常吗,anomaly_detector
识别离群员工,anomaly_detector
员工异常检测,anomaly_detector
帮我看看有没有异常员工,anomaly_detector
员工离群分析,anomaly_detector
检测异常员工行为,anomaly_detector
帮我识别行为反常的员工,anomaly_detector
员工异常识别,anomaly_detector
找出离群的员工,anomaly_detector
判断员工行为是否异常,anomaly_detector
帮我做员工异常检测,anomaly_detector
这个员工表现正常吗,anomaly_detector
异常员工识别,anomaly_detector
检测员工离群情况,anomaly_detector
帮我找出行为异常的员工,anomaly_detector
预测明天股价走势,stock_predictor
股票涨跌预测,stock_predictor
预测这只股票明天会不会涨,stock_predictor
帮我预测一下股价,stock_predictor
明天股市会涨还是跌,stock_predictor
股票走势预测,stock_predictor
预测次日收盘价,stock_predictor
这只股票明天走势如何,stock_predictor
股价预测,stock_predictor
帮我看看股票明天涨跌,stock_predictor
预测一下明天股价,stock_predictor
股票明天会涨吗,stock_predictor
帮我预测股票涨跌方向,stock_predictor
次日股价预测,stock_predictor
预测股票走势,stock_predictor
这只股票明天会跌吗,stock_predictor
帮我预测明天股票价格,stock_predictor
股价涨跌预测,stock_predictor
预测一下这只股票明天的收盘价,stock_predictor
帮我判断股票明天涨还是跌,stock_predictor
