text,label
对比这两份文档找出差异然后总结成报告,multi_tool
翻译这篇文章后用思维导图整理要点,multi_tool
调研竞品分析市场然后写一份报告,multi_tool
记笔记总结提取待办规划项目,multi_tool
把这段英文翻译成中文然后总结然后写邮件,multi_tool
把会议录下来把待办提出来把脑图画出来,multi_tool
帮我分析excel数据然后画图然后再写一个报告,multi_tool
先做任务规划再逐一列出待办事项,multi_tool
读一下这几个文档然后综合信息再做PPT,multi_tool
翻译文件然后总结要点最后写一封汇报邮件,multi_tool
分析这图片然后总结然后写报告,multi_tool
study this topic and create a mindmap and a presentation,multi_tool
record meeting notes create a summary and a todo list,multi_tool
analyze this spreadsheet generate a chart then write a report,multi_tool
查文档找到答案然后写邮件通知团队,multi_tool
先调研再数据洞察再图表最后PPT,multi_tool
帮我做竞品分析然后做一个10页的科技风PPT最后写汇报邮件,multi_tool
先翻译英文合同再对比两份合同的差异最后总结,multi_tool
录音总结画图提取任务添加到待办列表规划时间,multi_tool
research AI trends analyze data make charts and create a presentation,multi_tool
translate summarize and email the report,multi_tool
先看看这张图是什么然后总结下图片内容,multi_tool
问知识库找到答案后写封邮件发给老板,multi_tool
对比文件差异然后总结然后生成报告,multi_tool
先做周报再从中提取待办事项,multi_tool
规划项目任务然后每一项列成待办,multi_tool
上传CSV分析数据然后画图然后写分析报告,multi_tool
先翻译这篇文章然后做思维导图整理要点最后写邮件,multi_tool
会议记录加总结加思维导图加待办提取,multi_tool
翻译加写邮件,multi_tool
调研加PPT加邮件汇报,multi_tool
数据分析加图表生成加报告,multi_tool
知识库问答加总结加邮件,multi_tool
文档对比加总结加PPT,multi_tool
pdf转word然后翻译,multi_tool
先把PDF转成Word再翻译成英文,multi_tool
提取PDF文字然后总结要点,multi_tool
把这个文件转格式然后发给老板,multi_tool
分析一下这段客户反馈的情感然后写回复邮件,multi_tool
先做情感分析再根据结果写邮件,multi_tool
分析评论情感然后总结报告,multi_tool
定时每天生成周报并发送邮件,multi_tool
每天早上去调研最新AI新闻然后做成PPT,multi_tool
定时自动跑数据分析和图表生成,multi_tool
提取文档关键信息然后做成表格,multi_tool
先把报告转表格再生成图表,multi_tool
从PDF提取数据然后画图分析,multi_tool
把任务加到待办列表然后再规划,multi_tool
先添加待办再做任务规划,multi_tool
提取待办然后加到我的任务列表,multi_tool
对比文档差异然后总结成邮件,multi_tool
多源阅读后做思维导图和PPT,multi_tool
查询知识库然后翻译答案再写邮件,multi_tool
调研后提取表格数据再生成图表再写报告,multi_tool
先记录会议然后提取待办然后添加到列表然后规划任务,multi_tool
翻译文件然后转成PDF然后发给客户,multi_tool
分析图片内容然后总结再翻译,multi_tool
先做情感分析再提取关键信息再写报告,multi_tool
定时调研行业动态然后生成PPT然后发邮件汇报,multi_tool
convert pdf to word then translate,multi_tool
analyze sentiment then write a reply email,multi_tool
schedule daily report generation and email,multi_tool
extract text from pdf then summarize then chart,multi_tool
research then table then chart then email report,multi_tool
meeting recording then todo extraction then add to list,multi_tool
先做文件转换再做翻译最后发邮件,multi_tool
把PDF提取文字后总结然后做思维导图,multi_tool
分析这段文字的情感然后根据情感分类处理,multi_tool
每天定时生成工作周报,multi_tool
先提取表格数据再生成可视化图表,multi_tool
从报告中提取关键信息然后做PPT汇报,multi_tool
对比两份文档然后提取差异并写总结,multi_tool
多源阅读后做综合报告然后生成图表,multi_tool
查询知识库找到答案然后翻译成英文,multi_tool
先图片分析再文字提取再情感判断,multi_tool
定时自动调研然后生成报告图表和PPT,multi_tool
把word文档转成PDF然后提取文字然后总结,multi_tool
分析用户评论情感然后提取关键问题然后回复,multi_tool
调研竞品数据然后生成对比表格然后画图,multi_tool
记录线上会议然后做总结思维导图和待办列表,multi_tool
多源阅读加思维导图加简报,multi_tool

把会议内容总结并提取待办,multi_tool
把会议记录整理成纪要并生成待办清单,multi_tool
帮我调研一下这个市场并出一份报告,multi_tool
调研这个行业现状并生成报告,multi_tool
把文档总结成思维导图,multi_tool
解读这篇文档并画出思维导图,multi_tool
翻译这段文字并润色,multi_tool
把这段话翻译成英文再润色一下,multi_tool
把会议内容做成PPT大纲,multi_tool
总结周报要点并生成周报,multi_tool
整理工作要点写成周报,multi_tool
搜索资料并生成调研报告,multi_tool
抓取网页内容并总结,multi_tool
分析数据并生成图表,multi_tool
上传表格数据做分析并画图,multi_tool
把录音转成文字再总结,multi_tool
记录会议并生成纪要和待办,multi_tool
提取文档信息并做成表格,multi_tool
阅读多篇文档并汇总,multi_tool
对比两份文档并生成差异报告,multi_tool
翻译会议纪要并提取行动项,multi_tool
把报告做成思维导图和待办,multi_tool
总结文章并提取关键词,multi_tool
分析销售数据并写周报,multi_tool
帮我整理会议内容生成ppt,multi_tool
把客户反馈分类并生成报告,multi_tool
总结这本书的要点并画导图,multi_tool
翻译产品说明并提取要点,multi_tool
调研竞品并输出分析报告,multi_tool
把会议录音转写并提取待办,multi_tool
生成周报并附带下周计划,multi_tool
把文档转成PPT大纲,multi_tool
提取邮件要点并生成待办,multi_tool
分析报表并输出结论和图表,multi_tool
把这段内容翻译成英文并格式化,multi_tool
总结会议并给每人分配任务,multi_tool
搜索行业新闻并生成简报,multi_tool
把多个文档合并成一个总结,multi_tool
解读财报并生成思维导图,multi_tool
把访谈记录整理成纪要和行动项,multi_tool
分析用户反馈并生成情感报告,multi_tool
把长文压缩成摘要和导图,multi_tool
整理会议纪要并转成PPT,multi_tool
调研市场趋势并画图表,multi_tool
把合同要点提取成表格,multi_tool
翻译周报并润色,multi_tool
总结本周工作并生成下周计划,multi_tool
分析评论数据并生成图表,multi_tool
把语音转文字再翻译,multi_tool
整理会议纪要并提取待办写入列表,multi_tool
帮我算个数学题,single_tool
算一下折扣后多少钱,single_tool
查一下今天天气,single_tool
明天天气怎么样,single_tool
美元汇率多少,single_tool
苹果股价多少,single_tool
帮我统计字数,single_tool
格式化这段json,single_tool
下周五是几号,single_tool
单位换算一下,single_tool
设置番茄钟,single_tool
提醒我交报告,single_tool
翻译这句话,single_tool
总结这份文档,single_tool
生成思维导图,single_tool
写一封邮件,single_tool
生成PPT大纲,single_tool
做一份周报,single_tool
提取待办事项,single_tool
深度调研一个话题,single_tool
分析这份数据,single_tool
对比两份文件,single_tool
规划一个任务,single_tool
多源阅读资料,single_tool
上传表格做分析,single_tool
提取文档信息,single_tool
生成图表,single_tool
制作二维码,single_tool
处理PDF文件,single_tool
情感分析这段文字,single_tool
转换文件格式,single_tool
抓取这个网页,single_tool
知识库问答,single_tool
记录会议,single_tool
生成表格数据,single_tool
分析图片内容,single_tool
设置25分钟番茄,single_tool
帮我写个通知,single_tool
翻译成英文,single_tool
把这段总结一下,single_tool
生成柱状图,single_tool
提取合同信息,single_tool
帮我生成个二维码,single_tool
分析下评论情感,single_tool
转换pdf为word,single_tool
帮我抓取这个链接内容,single_tool
查一下知识库里的文档,single_tool
生成一个饼图,single_tool
设置一个10分钟计时器,single_tool
帮我分析这个Excel,single_tool
